Row ID,Área de solicitação,Natureza da atividade,Tipo de atividade,Descrição da atividade,Detalhamento da atividade,OPCOES,lembrete
LTpkgGUFTY4Xmz8Ezn3zif,ALIMENTAÇÃO ESCOLAR,Visita técnica alimentação escolar,Orientações,,,Obs.,
wL-MsHqTPi4jmsrPlQxNBa,ALIMENTAÇÃO ESCOLAR,Visita técnica alimentação escolar,Verificação de insumos,,,Obs.,
T3CMUdpOys46Q0JHhVXFY4,ALIMENTAÇÃO ESCOLAR,Visita técnica alimentação escolar,Verificação de equipamentos,,,Obs.,
9eLziAKtRy4veSdwtFCi84,ALIMENTAÇÃO ESCOLAR,Visita técnica alimentação escolar,Verificação do espaço físico da cozinha,,,Obs.,
W_2eTC0m3a4UmlEIy1Jl-5,ALIMENTAÇÃO ESCOLAR,Visita técnica alimentação escolar,Verificação do quantitativo de refeições,,,Obs.,
69cOrZlnno4Oqlp46gN8Qc,ALIMENTAÇÃO ESCOLAR,Visita técnica alimentação escolar,Verificação geral dos serviços de alimentação escolar,,,Obs.,
QFilvsp6n841eYl1cOL6Kc,ALIMENTAÇÃO ESCOLAR,Envio de laudo (médico ou nutricionista),Intolerância à lactose,,,Obs.,
HScux-iQkv43iweje1aD_d,ALIMENTAÇÃO ESCOLAR,Envio de laudo (médico ou nutricionista),Alergia à proteína do leite vaca (APLV),,,Obs.,
wNQ_ZjKFy34Lq4AT5LFz6a,ALIMENTAÇÃO ESCOLAR,Envio de laudo (médico ou nutricionista),"Doença celíaca (glúten, trigo etc.)",,,Obs.,
Cbro5Dzryj42ykzc_TjT1b,ALIMENTAÇÃO ESCOLAR,Envio de laudo (médico ou nutricionista),Seletividade alimentar (educando com TEA),,,Obs.,
08KTAtcJRs4QEiIU22L2P4,ALIMENTAÇÃO ESCOLAR,Envio de laudo (médico ou nutricionista),Seletividade alimentar (educando sem TEA),,,Obs.,
aRxmXrVUZj4hQW_YLbr0B3,ALIMENTAÇÃO ESCOLAR,Solicitação de refeições,Encaminhar solicitação quinzenal,,,Obs.,
gzOPHP7Yyu4umjOkiXQEGc,ALIMENTAÇÃO ESCOLAR,Solicitação de refeições,Aumento da quantidade de refeições,,,Obs.,
-3Ld6W0OZM4w6heknTBxx0,ALIMENTAÇÃO ESCOLAR,Solicitação de refeições,Diminuição da quantidade de refeições,,,Obs.,
YRKXz2Hoer4-IZabXaC9yd,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios da Educação Infantil,Berçário (CARD 1),Obs.,
FaHE_MookH4v6bBbgnoQT7,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios da Educação Infantil,Integral (CARD 2 e CARD 3),Obs.,
i7a8pir0rd41YKvblTA5o5,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios da Educação Infantil,Parcial matutino (CARD 2 e CARD 3),Obs.,
Xcw6byXKXD4bA05Oc25Zl8,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios da Educação Infantil,Parcial vespertino (CARD 2 e CARD 3),Obs.,
kpILTGFVIx4lq6vCy3BDWf,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios da Educação Infantil,Fruta (CARD 8),Obs.,
9vYQ5Vlcjt4g6LD_Qvel41,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios do Ensino Fundamental,Integral - desjejum (CARD 4),Obs.,
0mNOwpkqW64wYhjIQyA8f1,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios do Ensino Fundamental,Integral - refeição (CARD 5),Obs.,
wCw8flNqqy4SaEWSE9AVm1,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios do Ensino Fundamental,Integral - lanche da tarde (Grupos de Liderança) (CARD 6),Obs.,
aiWNGOXTie4m2b8Q4uBIG2,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios do Ensino Fundamental,Parcial matutino - refeição (CARD 5),Obs.,
fU-xOJTGyU4Zyato4N_1B0,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios do Ensino Fundamental,Parcial vespertino - refeição (CARD 5),Obs.,
5nZGSIFLkB4DMHWVZLLtgd,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cardápios do Ensino Fundamental,Fruta (CARD 8),Obs.,
A-NOL7nVlq4QMthF871x6c,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cadápios da EJA,Refeição (CARD 7),Obs.,
0lgCH7pkwx4jIaqOW5UeC3,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de dia,Cadápios da EJA,Fruta (CARD 8),Obs.,
2a1DPtVUx14Vywzj6XXOK9,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios da Educação Infantil,Berçário (CARD 1),Obs.,
zH90gY28bv4dYt-W3OjsQf,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios da Educação Infantil,Integral (CARD 2 e CARD 3),Obs.,
Ynpbetrxsv4HuWkKQnF7cc,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios da Educação Infantil,Parcial matutino (CARD 2 e CARD 3),Obs.,
l-WtTN3AuX4LehAT9TVqT1,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios da Educação Infantil,Parcial vespertino (CARD 2 e CARD 3),Obs.,
G3wlNgVQhb4G2PwyPc5x85,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios da Educação Infantil,Fruta (CARD 8),Obs.,
n-sSpz2L4T4kMG7rIN3h-2,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios do Ensino Fundamental,Integral - desjejum (CARD 4),Obs.,
6jXFNhPM1q46iYB4RS3Cgf,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios do Ensino Fundamental,Integral - refeição (CARD 5),Obs.,
K7qMpPb7aM4QiSNeocVch7,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios do Ensino Fundamental,Integral - lanche da tarde (Grupos de Liderança) (CARD 6),Obs.,
AkKaa_uYIw4fieq5N5rhw6,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios do Ensino Fundamental,Parcial matutino - refeição (CARD 5),Obs.,
8VvIDlvs974WUEmDY-DQt2,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios do Ensino Fundamental,Parcial vespertino - refeição (CARD 5),Obs.,
LEk_6izEHS4e2k27JkCoc0,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cardápios do Ensino Fundamental,Fruta (CARD 8),Obs.,
7RIoxIFATP44Qf-U_TSqP2,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cadápios da EJA,Refeição (CARD 7),Obs.,
dqZPag3Vra4zuc0sIp4PNc,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração de horário de refeição,Cadápios da EJA,Fruta (CARD 8),Obs.,
x0ecj4XIjg4EIZrOmhdka5,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração da refeição,Cardápios da Educação Infantil,Berçário (CARD 1),Obs.,
3MzduADv2s4gat6xOdYKPd,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração da refeição,Cardápios da Educação Infantil,Integral (CARD 2 e CARD 3),Obs.,
4EaSj1HAF84VIyO2RF_EA9,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração da refeição,Cardápios da Educação Infantil,Parcial matutino (CARD 2 e CARD 3),Obs.,
iPxntpGbi-4OMxRRtaOZ41,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração da refeição,Cardápios da Educação Infantil,Parcial vespertino (CARD 2 e CARD 3),Obs.,
nXgsIhVWMr4JuQFZ8QxE1e,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração da refeição,Cardápios da Educação Infantil,Fruta (CARD 8),Obs.,
p5830xUIjO4PecZC4aFKg9,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração da refeição,Cardápios do Ensino Fundamental,Integral - desjejum (CARD 4),Obs.,
xrGf5L7N1v49QlXr_93RHb,ALIMENTAÇÃO ESCOLAR,Alteração de cardápio,Alteração da refeição,Cardápios do Ensino Fundamental,Integral - refeição (CARD 5),Obs.,
